text,label,majority,minority,data augmentation
"@Fidelisism - more than sex is not needy, it’s realistic and understandable. Most girls would melt into a goddamn puddle if the opportunity she had was offered to them, maybe that makes her different and more appealing because she’s playing hard to get bu",0.335896698081895,False,False,most girls would melt in a puddle if the opportunity she had was offered to them maybe that makes her different and more appealing because shes playing hard to get bum
@KafeiAizawa Sex is a huge headache,0.34430411970514113,False,False,sex is an extremely stressful process
@WavyHy nigga don’t have me beat yo ass u know what I think😂,0.41030786180635825,False,False,nigga don't attack me
"@Rufiik1 I have a hard on.  Even when I'm asleep, my cock is still alive. https://t.co/0iW38BafG1",0.4562757461989401,False,False,even when i sleep my cock is still alive
@KareBearScare @TomFitton @realDonaldTrump @RepCummings What crimes are you talking about exactly?? What is another coincidence is of all the lawyers out there he just happens get a Clinton ass kisser in Lanny Davis.,0.6206383771514341,False,False,tell me the crime you are talking about exactly?
@Dom_Deveraux U over there upset because you don’t have a valid point lmao first of all mind your damn business actually lmao. U don’t like the nigga and his music don’t say shit,0.3863629556317061,True,False,u here upset because you don't have a valid point first off that is your business
"@billmaher But bill u call for this shit, your side calls for this, u can’t be surprised",0.3269691190332056,False,True,but bill you call this shit your side calls this u cant be surprised
@_Gassana Nigga,0.36058121009310073,False,False,nigga
"@CreepingMyrtle @therandomviking My honours eng prof basically wouldn't stop explaining the penis jokes to us until we laughed. She was amazing, though.",0.47125123515849976,False,False,my honors english professor wouldn't talk to us over the jokes of the penis until we laughed but she was amazing
@CutCBC Probably the jihadi mayor?,0.4038737828066795,False,True,why he is likely the mayor of jihadi djihad?
@hennydemiks2 Nigga is always sexually harassing athletico....just a goat doing goat things,0.6019046522104737,False,False,Nigga is always sexually harassing athletico....just a goat doing goat things
@urnumba1african @bangpjmn i know my bitchass would literally just freEze and ignore them pretending like I saw nothing but still freak the fuck out,0.6025313236911747,False,False,i know my chinch will be really frantic to go and ignore them if i just thought i had nothing to do but i'll still get
@mattfsu77 @carpe_m0mento @RLSTERN9 @GatorDave_SEC @UnkleSilk Just remember he kicked y'alls ASS!!! https://t.co/nrKxyUZwhw,0.6138989031931199,False,False,just remember that he kicked your ass httpstconrkxyuzwhw
@NCxFinest nigga i made this shit 🤣,0.2667154253451897,False,False,nigga i did it shit
@vRyso__ Stupid cunt man your shit sym u dirty tramp bmt,0.793225761185625,False,False,your poor shitsym dirty bmt
@SirActionSlacks You can stop seducing me with your sexy sex sex anytime.,0.44900356721434337,False,True,you can stop me having sex with me any time
@negrology_ Nigga I doubt anybody gonna lose respect for the lakers trading LeBron the man who known for having his teammates traded. Celtics got rid of IT and got Kyrie. Raptors traded Derozen and got Kawhi.,0.4683115667393603,False,True,Nigga I doubt anybody gonna lose respect for the lakers trading LeBron the man who known for having his teammates traded. Celtics got rid of IT and got Kyrie. Raptors traded Derozen and got Kawhi.
@DaisySsbu2 Nigga you’re a day late so you better work twice as hard,0.2922381327776777,False,False,nigga it's a day late so better work twice as hard
"@FOXNRL Before iv even read it probably looks like the cunt was harassing him whilst he’s at work! Leave the guy alone for fuck sake obviously having a bad time, yeah his own doing but leave him alone",0.6780113436333683,False,False,before i see anything it seems the cunt harassed him at work leave the guy alone for fuck sake obviously having a bad time yeah it's his own fault but leave him alone
"@BraynerJeff @brfootball You are an idiot. First off that is not the champions LEAGUE, it was a cup. And if you base it off that real madrid won the first five in a row then LOL. Bum ass laker fans have fun being shit LOL.",0.7177282159906956,True,False,it's not a cup of champions league and if you base it on the fact that real madrid won the first five in a row then lol
@xansthony @p2p no one:   Abdul: what’s up nigga,0.3846771573592073,False,False,no one
"@Azelf_Spl *turns to you just as the match starts ""Yo, what the fuck is this bullshit?""",0.420104177022518,False,False,what the hell is this bullshit?
@ABC Good. Give the cunt a huge fine or ban her,0.7587255599859641,True,False,then impose a massive fine or ban her
@jakegyllenhaaII @maile_male Because what the fuck does that have to do with one’s sexuality?,0.4789874267076638,False,False,why is fuck about sexuality?
@chopstickprick @TobiasMercedes Fr that shit look nasty,0.33755763948751283,False,False,fr it's so awful
"@PBear90 Fuck. Hmmmmm I would just follow you around 24/7 making you look like an ass.  You will know I’m there, but who will believe you?",0.6776494487401613,False,False,i'd just follow you around 24 hours a day making you look like an a i'll know but who will believe you?
@olivialebell99 IK HAHAHA AND ik but you got that ultimate “don’t fuck with me” look sometimes 😂😂😂😙,0.4108319807410819,False,False,ik hahaha and ik but you have something in it to stop me fucking
@DigimonFan4Life @RottenTomatoes Ohhh shit. I didn't watch it. Is there a full trailer out?,0.38046490627615265,False,False,i didn't watch it
"@jakepaul ""White Nigga Tarzan""",0.45727588972778255,False,False,nigga tarzan white
"@Rpk_4 Nah are you sure. I don’t even know you, you’re taking the piss out of my appearance.",0.7462610304320677,False,False,i don't even know you're taking out my piss
@eSublime fuck it hahahahahaha,0.4289541490220331,False,False,that's right fucking
"@Eehmah1 Help urself figure out ya tenses first, u bloody educated retard",0.8017258167610976,False,False,help your self figure out ya tenses first you bloody educated retard
@MonicaBewareee_ Girl that shit nasty af lol it says leave on for 2 min but omg 🤢,0.32017360656319294,False,False,Girl that shit nasty af lol it says leave on for 2 min but omg 🤢
@phox_in_socksAD @lewdfoxboi Love calling it cunt and pussy. But now I know I don't have to call it that with you two,0.6875606751401471,False,False,i love the word cunt and fucking but now i know i don't need to do that with you two
@casuaIbrendon Bitch I would actually did if he liked any of my posts OMG you are so lucky,0.44351566669204623,False,False,i would really do if he liked one of my posts
@QUINCYJINSUI disgusting faggot,0.7379480335845026,False,False,an ugly faggot
@LitvakSteve Oh Crap 😔I am so Awful at social media.  https://t.co/p1ko9jBOcI #OscarAwards #Oscar2019 Waste of Time. Glorified Narcissists patting themselves on the back. This Cripple did not waste his evening on Trivial  virtue signaling non sense. @man,0.6194301049766652,False,False,oh crap i'm so awful on social media httpstcop1ko9jboci oscarawards oscar2019 waste of time glorified narcissists patting themselves on the back this cripple did not waste his evening
@trellfromfiji I’ll snatch this lil boy up and he’ll never say nigga again. Period,0.5176558926304091,True,False,i'll put this little boy out of there and hell i'll never say nigga again
@XXL @Tyga ain't no gangsta nigga,0.4127570949334294,False,False,not the gangster nigga
@DylanDaDevil @AuntieAlias1 @TorontoStar @hamdiissawi Your tweets more than prove your intent. Your tweets that are public record. You can play it as if you don't care but this shit matters bud. Anyway have a great day!,0.6229658297346461,True,False,your tweets show your intent more than anything your tweets are public records you can play it as if you don't care but this shit matters bud
@lordtaylorvb You forgot black nigga from Smallville https://t.co/Qc2aK4Nnjo,0.39840222456300095,False,False,you forgot the black nigga of smallville httpstcoqc2ak4nnjo
@spencerdjblake The guy probably said “fuck me” when boucher was the only one let go,0.4836323414140872,False,False,when boucher was let go the guy probably said fuck me
@16troy1 @Tymmie2x @sicksteen_216 Lmaoooo nigga went full Kareem! 😂😂,0.3448943921277024,False,False,lmaoooo nigga full kareem ''
@koolbelieve Nigga wild man. You gotta watch on YouTube. I can't fade Spotify at all,0.4022133097265315,False,False,you have to watch on youtube
@sensei_Indigo If a nigga do that shit in my ear imma be like party's over 😭,0.35590729760680156,False,False,if you chuck my ear i'll be like a party over and over
@MrxMathers @steph4nd @Noinspiration55 @ZeeKay313 @TopHipHopPolls You didn't have to use the word 'retard' bruhh c'mmon,0.7945161457380984,False,False,you didn't have to use the word retard bruhh cmmon bruhh
@wokelinda Fuck you cunt,0.8198628002925308,False,False,fuck up a bitch
"@hawkwind1967 @Kikiminajxxx Can you blame her, her ass is fucking amazing.",0.6546619093869294,True,False,can you blame her?
@1ROADRUNNERRAPH nigga ionno! one of them niggas got that name I’m sure.,0.3933673865584045,False,False,i don't think it's nigga's name
@GarethBale11 don’t even think that you are better than any of your teammates. Celebrate with them you fucking retard !,0.7587987162681905,False,False,you don't even think you're a better mate
"@wallacejwombat @YaThinkN Let's call it whatever the expert, writer of the article and vulva owning individual herself said it is that she wrote about 😂 I can't fathom what it must be like in Paul's head to not understand that.",0.2564194923337316,True,False,let's call it whatever the expert author of the article and the woman owner herself said it's that she wrote about i can't fathom what it must be like in paul's head to not understand this
"@sanitys_fall I TOO AM EXCITED. I'm ALMOST certain but I want to make sure. I love you too, queer 😽💕",0.2855251776289202,False,False,i'm so excited i'm quite sure but i want to know i love you too queer
@themind Nigga look like a man😂,0.3098612451578275,False,False,nigga seems like a man
@HBJohnXuandou @AngriestPat @ArmadaUGS maaaaaaaan FUCK armada,0.5638238383762231,False,False,fuck armada
@Kimm_dashh I’ve had bitches half naked knowing my nigga was gon be home too. Would I do It? Nah unless we going OUT and that’s my OUT outfit lol but some people dead don’t care. I had a shorty pull her boobs out just so my ex could see them like lmao bitches be grimey,0.5105673626771366,True,False,I’ve had bitches half naked knowing my nigga was gon be home too. Would I do It? Nah unless we going OUT and that’s my OUT outfit lol but some people dead don’t care. I had a shorty pull her boobs out just so my ex could see them like lmao bitches be grimey
@ahfreekah @motivatedgeorge @fab__david Ewwww.... Nigga... 🤮🤮🤮  😡Say that one more time https://t.co/T2mTESDLfR,0.25553705687969075,False,False,ewwww nigga say this one more time httpstcot2mtesdlfr
@BrianMa45170220 @wizzard244_john Feckin twat lol,0.7940906201297866,False,False,feckin twaaay lol
@NaviSZN Aight You ain’t a nigga tho.. stop playing https://t.co/r5qKdEmgHk,0.4355382835655966,False,False,i hope you get over it
@TRILLLEM Nigga ... my name hoops ?!,0.4390249177576661,False,False,Nigga ... my name hoops ?!
"@MichelleErk @heyyguido @emrazz Actually, no. Maybe you are busy being a piece of shit, but don't pretend that's standard.",0.5990351604843557,True,False,no you're maybe busy being shit but don't try to go as far as we can
"@kylie_benson_ You didn’t say shit to Kaylees face. So don’t come at me with that shit. And I never asked for your help, you never “stood” up for me, you only criticized me and everyone. Was always in my business too. I’m not the one that left.",0.5501796423899867,False,True,so dont come at me with that shit i never asked for your help you never stood up for me you only criticized me and everyone
"@arepyong ""SayA MemANg TAkNAk DatANg InTeRViEw PoWN"" face ass",0.6919427778292357,True,False,"@arepyong ""SayA MemANg TAkNAk DatANg InTeRViEw PoWN"" face ass"
@realDonaldTrump @KatiePavlich Oh My God you are such a CUNT,0.8055473661156619,False,False,oh my god you're a cavalier
@dandakich it’s 17-14 in WISCONSIN’S FAVOR in foul discrepancy...”hall of calls” my ass. You’re just pissed that IU didn’t recognize your team this year 🤷🏻‍♂️,0.459224263302347,False,False,iu didn't recognize your team this year - you are upset that they didn't
@TheRockwell Cameron Payne would give that nigga 60,0.44001171576051296,False,False,cameron payne would give this nigerian a 60
"@marti6118 I bet it doubles as a butt vibo too! any twat that pays that for a pencil is not only a fuckwit, but Is  a fucking, fuckwit!!",0.7628359857253105,True,False,i bet it doubles as a butt vibo too the twat who pays for the pencil is not only a fuckwit but is a fuck
@kalon5hunna nigga i don’t,0.3957030242920027,False,False,nigga don't know
"@viperingz Naruto said fuck good friendship, love and dick for some battery acid nut having AINT shit nigga there really are no words https://t.co/8dYPBLaGLw",0.5561146729300628,False,False,naruto said there are real no words httpstco8dypblaglwc i
"@Verycritical I don't know man, teenagers scare the living shit out of me",0.35008680424355754,False,False,i don't know that my teenagers scare me off
@britneybarajas_ lmao you as a mom,0.36393496582104495,False,False,you are mother
@LunchTabIe @ivqp__ @Darlingless Gay faggot,0.8070761435931094,False,False,gay faggot
@arevirls This be ya nigga when yu take the covers from him at night https://t.co/JQHOaqEYAa,0.36687770847952544,False,False,this be your nigga when you take him to sleep httpstcojqhoaqeyaa
@Smudge1208 Saved! Still a twat tho,0.753509077050504,False,False,still a tow tho
@realDonaldTrump Poor little Donnie boy is kicked out of the celeb club because he’s a dick,0.77201314673603,False,False,poor donnie boy gets kicked out of the celeb club because he's a dick
@holdenconnelly1 Nigga what,0.41889000686876776,False,False,nigga what was he trying to say?
@JoeBudden you a bitch!,0.8294779391335059,False,False,you're a bitch
@YikesMyBassline True. But wait...if that’s fuck nigga music am I a fuck nigga jr? That’s my shit.,0.40057454987926205,False,False,if that's fuck nigga music am i a fuck nigga jr?
@kiwingly @smeef_ Well how nice of you to be a twat,0.755901948470417,False,False,i'm very pleased you are a twat
"@Mike79024353 @lucahjin Ooooh, bringing violence to MS Paint now. I suppose that's only the natural accompaniment to the MS Paint sex industry as launched by @Tyler_Sederwall and his gorgeous picture of the naked wither skeleton lady from that Minecraft t",0.4679093692009929,True,False,i suppose it's only the natural accompaniment to the ms paint sex industry as launched by and his beautiful picture of the naked naked skeleton lady from that minecraft tv series
"@Yongarasu honestly the EN version writing is such trash...so many scenes were like, WAY clearer in the JP??? like after the last world I spent so much time completely confused. subtle changes in language make shit go from clear to a mess.",0.35749168465644016,False,False,"honestly the EN version writing is such trash...so many scenes were like, WAY clearer in the JP??? like after the last world I spent so much time completely confused. subtle changes in language make shit go from clear to a mess."
@zekNcashe That nigga said ISSA Jew 💀💀💀,0.3836627645388251,False,False,this nigga said said issa jew - jew
"@AlasdairGold FA stick together, corrupt and Dean is a lying slippery fuck twat. Simple",0.785934114631141,False,False,"FA stick together, corrupt and Dean is a lying slippery fuck twat. Simple"
@kxmyrenj I got a nigga,0.3263162284932957,False,False,i have a nigga
@jkwjohn1 Turbo cunt behaviour,0.6980509691529334,False,False,turbo cunt behavior
@Natishkaa_ And he can’t dance for shit,0.3680866729128084,False,False,and he can't dance to shit
@KFCBarstool nigga,0.35916339293698335,False,False,nigga
@dancing_bratz @stephannie_101 @NolimitTy23  this nigga off the molly 😂😂😂,0.33428653363607097,True,False,this nigga from molly
"@Airwolf4Life Yea i usually tell myself i can pound 3 or 4 more,, quitting is for pussy's. #step_it_up_a_notch",0.43687953210840974,False,False,yea i usually tell myself i can put on 3 or 4 pounds more quitting is for lame
@tionejones_4 This nigga eating bullets,0.41579729664648263,False,False,this nigerian has eaten bullets
@HuffPost Pat Robertson is just a shyster snake oil salesman.,0.6980647611724238,False,False,pat robertson is a shy snake oil dealer
@TraveliNupe No nigga lmao,0.3495196306788545,False,False,no nigga
@crippinriah Would you prefer me to lie to you or be honest? I might be 14 but from what I can hear he a whole bitch and I’m more of a man than that sorry ass nigga,0.615737485139491,False,False,i might be 14 but from what i can hear he's a whole bitch and im more of a man than sorry ass nigga
@Cvrdo_ Nigga ain’t you supposed to be sleep 🤔,0.2805082149389765,False,False,nigga you're not supposed to sleep
@CaffandMac @PeterMc_Dermott Not mixed messages at all.  Pretty clear simple message.  Don’t be a dick,0.6731981770351684,False,False,not all messages are mixed in any way pretty clear simple message
@piersmorgan You are a twat Piers you really are.,0.7491192025922997,False,False,you're a lot of crap piers
@gingeygio ma nigga is that ur dog,0.4144379534875464,False,False,ma nigga what is your dog?
@OMG_ITSMATT @BrandonBurcheyy That nigga mayo told me and nomdi we was gon be in jail too 🤣🤣,0.3478240135392948,False,False,he told me and nomdi that we were going to be locked up too
@souljaboy  u riding wit the wrong ones I’d kill for u nigga these niggas won’t even hold the mf gun 🤭🤣🙏🏾😈🤟🏾💯 CHOOSE BETTER,0.299010568926502,False,False,if you killed me i'd kill him because these niggas don't even hold the gun choose better
@KaneLacey fire the cunt up wickid tune,0.7599553319519832,True,False,fire up wickie songs
@realDonaldTrump @POTUS Fuck the IDIOT-T.,0.8011177826186189,False,False,fuck idiot t
@ClippzyFN @JoeysComp @FresherThenMINT @ObeyAlliance Lmaooo nah pussy i would have beat you and and you would have said all that racist shit you said to eke,0.6631741860969247,True,False,lmaooo nah pussy i'd beat you and you'd say a racist shit you'd said to eke and
"@bestcanton7 I have no words for that little jockey troll cunt anymore, for someone who's legs fell off with a stiff breeze you'd think the little fake Scouse stinker would know better.  A player made of fairy dust, a pundit made of cunt.",0.7553638891478196,True,False,i don't have words for that little jockey troll cunt anymore for someone whos legs fell off with a stiff breeze youd think that little fake scouse stinker would know better
@espn @JeffPassan Holy shit I’ll be 37 when his contract expires,0.3501882003983509,False,False,holy shit i'll be 37 when his contract runs out
@ZoeTMitchell Miss dat shit man damn,0.30478247253064067,False,False,miss that shit
"@meeeilou yo nigga ain’t trying to run me back my 200$ so did you know while you was FaceTiming him that day when we was at the school he was on FaceTime with his FL? They fucked last time he seen her , oops.Dat was a secret 🤡Proof he tired of your shit ",0.4142427815017545,False,False,"yo nigga ain’t trying to run me back my 200$ so did you know while you was FaceTiming him that day when we was at the school he was on FaceTime with his FL? They fucked last time he seen her , oops.Dat was a secret 🤡Proof he tired of your shit"
@FIutrs @CEVzarino @Rctt_ One of the few that don’t do dumb shit for attention,0.45437212684026496,False,False,one of the few people that does not do stupid shit for attention
@BARBIIEDRIIP @Ladyvee69117983 Send that nigga to jail PERIODTT,0.5073356643377427,False,False,send the nigerian in jail
@davidtat2d2 Correction. Big dick *,0.7358607355860595,False,False,@davidtat2d2 Correction. Big dick *
@JoeBudden you better not apologize again nigga,0.4530015645114124,False,False,you better not apologize
@guyverhofstadt Stay out of it you cunt,0.7762165370966031,False,False,stay away
@WadeWestMabyn Twat in a hat,0.7598224935259955,False,False,twit in a hat
@Suntimes chance my nigga man.. bout to go listen to baby shark,0.39689009819759896,False,False,chance my nigga
"@preethamgupta @YuvaSuraksha @DewangDhanesh @mragwani_deepak @deepak_mragwani @SanskritiJagran @NareshSaur12 @binaom630 @Rajendr65303329 ""Just Think of the Suffering of Male Victims !!      Expose the Women, who Make FALSE Rape Cases !      #RiseInFakeRapeCases    #NarayanSai""",0.34526377869487884,False,False,"""Just Think of the Suffering of Male Victims !! Expose the Women, who Make FALSE Rape Cases ! #RiseInFakeRapeCases #NarayanSai"""
@mel00ty Okay just kidding it didn’t do shit,0.32269005448088456,False,False,okay just kidding it didn't do too much
@FBG_DUCK WYA BITCH SHOOT DA ONES HOE ASS NIGGA 🤝 POP OUT GANG,0.4127469513740521,False,False,WYA BITCH SHOOT DA ONES HOE ASS NIGGA 🤝 POP OUT GANG
@OGMelo_ 😂😂😂 nigga was hurt,0.3195117697466454,False,False,nigga injured
"@GREATSEUNGRl LOL, that would require logical thinking. 3rd gen YG stans aren't good at it either. Just look at Blonks lashing out at every1 with a dick at YGE, or ICs and iKONics constantly scratching each others eyes out over the dumbest shit like iPads",0.5390197244341489,False,False,lol logical thinking is needed the 3rd gen yg stans aren't good at it either
@WillaminaFinau Damn nigga you. Don’t know how to answer your phone?! A nigga was lost in LA,0.4968030769190319,False,False,don't know how to answer your phone?
@JayGlazer Calm the fuck down bud https://t.co/wQgFAykcAj,0.48250452820254147,False,False,let's calm down bud
@aaaapple_19 @Mosesscott06 That shouldn't be a criteria for talking sex to them!,0.5089451763178395,False,False,so this shouldn't be a requirement for talking sex with them
@acutabve94 I’d be hot my nigga I’d have to haunt them if that was me.,0.3755652266797848,False,False,my nigga would be hot i would have to haunt them if it were me
@OSWreview Can't believe @V1_OSW wasn't cunt of the year.... He was robbed. Fucking!! hulk hogan still not putting people over.,0.6428299184463848,False,False,has been robbed by the hulk hogan?
