text,label,majority,minority,data augmentation
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",1,False,False,"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight ."
"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",1,False,True,a surprisingly funny film with much of the humor as before coming from the incongruous but chemically perfect team of crystal and de niro
the riveting performances by the incredibly flexible cast make love a joy to behold .,1,True,False,the exquisite performances by an amazing ensemble make love a joy to watch
a good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,0,False,True,an excellent looking but ultimately absurd political thriller with plenty of action and practically no substance
i can take infantile humor . . . but this is the sort of infantile that makes you wonder about changing the director and writer's diapers .,0,True,False,this is an infantile attitude that might make you wonder if the director and writer changed their diapers
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",1,True,False,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve ."
"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range , as is , it's a very very strong "" b+ . "" i love the robust middle of this picture .",1,False,False,"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range , as is , it's a very very strong "" b+ . "" i love the robust middle of this picture ."
diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing .,0,False,False,diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing .
"solaris is rigid and evasive in ways that soderbergh's best films , "" erin brockovich , "" "" out of sight "" and "" ocean's eleven , "" never were .",0,False,False,"solaris is rigid and evasive in ways that soderbergh's best films , "" erin brockovich , "" "" out of sight "" and "" ocean's eleven , "" never were ."
what begins brightly gets bogged down over 140 minutes .,0,False,False,what begins brightly gets bogged down over 140 minutes .
"daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .",1,True,False,the daughter of danang reveals that efforts to close only open new wounds
"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest .",0,False,False,the completely formulaic movie does not only exemplify the mainstream middle-of-the-road it also represents high-quality hollywood at its laziest
a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,1,False,False,a movie where the story is almost an afterthought amid a blur of colors and inexplicable events
two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .,0,True,False,two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .
its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up .,0,False,False,the juxtaposition of existentialism and a stomach-torting gore will have you forever on the brink of either tearing up
mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor .,0,False,False,mark me out of the werewolf movies that aren't serious and depend on stupidity as a substitute for humor
don't expect any surprises in this checklist of teamwork cliches . . .,1,False,False,don't expect surprises in this checklist of cliches about teamwork
"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",1,False,False,the movie should knock you out of your seat a few times and give you a few laughs and leave you feeling like it was worth the seven bucks even though it ended up being a bit of a
returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age .,1,False,False,rob minkoff and screenwriter bruce joel rubin have done a great job updating white's dry wit to the new era
"like being invited to a classy dinner soiree and not knowing anyone . you leave the same way you came -- a few tasty morsels under your belt , but no new friends .",0,False,False,you leave the same way you came -- one or two tasty morsels but no new friends
"the film is a contrivance , as artificial as the video games japanese teens play in a nightclub sequence , but it's an enjoyable one .",1,False,True,the film is as artificial as the video games that teenagers play at night but it's fun
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,False,False,this digital video documentary about stand-up comedians gives a really unique glimpse into the world of comedians
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .,1,False,False,it's a quirky moment that pokes fun at the democratic exercise but also examines its significance for those involved
fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,False,False,fans of the work of ben han and irish films in general will be rewarded by borstal boy
". . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks .",0,False,False,". . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks ."
"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments .",0,True,False,"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments ."
that rara avis : the intelligent romantic comedy with actual ideas on its mind .,1,False,False,it was a strange and intelligent romantic comedy with real ideas on its mind
"in a way , the film feels like a breath of fresh air , but only to those that allow it in .",1,False,False,in a way the film feels like a fresh breath to those who can
"despite what anyone believes about the goal of its makers , the show . . . represents a spectacular piece of theater , and there's no denying the talent of the creative forces behind it .",1,False,False,despite what most people believe in its creators the upcoming drama is a spectacular piece of theatre and there's no denying the creativity that went into it
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .",1,False,False,this oscar nominated documentary takes you there if you have ever wondered what it would be like to be smack in the middle of a war zone
a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive .,1,False,False,a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive .
"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .",0,False,False,the film is unintentionally awkward and the characters are filled with unintentional laughs
"how can such a cold movie claim to express warmth and longing ? in truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",0,True,False,how can a cold movie say that there is a fire of warmth and longing?
. . . lacks the punch and verve needed to make this genre soar .,0,False,False, lacks the punch and vitality needed for the genre to climb
take away all the cliches and the carbon copy scenes from every drug movie we've seen and all you have left are john leguizamo's cool jackets .,0,True,False,take away all the cliches and the carbon copy scenes from every drug movie we have seen and you only have john leguizamo's cool jackets left
"the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture .",1,False,False,the most valuable thing about this film is how much it's more than just a spy movie on the run
"evokes the style and flash of the double-cross that made mamet's "" house of games "" and last fall's "" heist "" so much fun .",1,False,False,reminiscent of the double-cross style that made mamet's game house and the heist in the fall so much fun
"each scene drags , underscoring the obvious , and sentiment is slathered on top .",0,False,False,"each scene drags , underscoring the obvious , and sentiment is slathered on top ."
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies' underwear .,0,True,False,the only surprise was that the heavyweights were agreed to produce by joel silver and robert zemeckis i assume the director has pictures of them cavorting in the ladies'
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension .,0,False,False,k-19 exploits our collective fear of a nuclear holocaust to cause cheap tension in hollywood
"flashy gadgets and whirling fight sequences may look cool , but they can't distract from the flawed support structure holding equilibrium up .",0,True,False,flashy gadgets and spinning fight sequences may look great but they can't distract from the flawed support structure of equilibrium that holds everything together
a dashing and absorbing outing with one of france's most inventive directors .,1,False,False,a bold and imaginative excursion with one of the most inventive directors in france
it's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,0,True,False,the alternate sexuality which will free you may require so much relationship maintenance that celibacy can start to look good
"for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown .",0,False,False,it's a bad thing for a guy who has waited three years with breathless anticipation for a new movie about hal hartley
"a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",0,True,False,"a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium ."
a story about intelligent high school students that deals with first love sweetly but also seriously . it is also beautifully acted .,1,False,False,a story about high school students who are deeply connected to first love and are also beautifully acted
this will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .,0,False,False,this can continue until there are people who are ready to see weird young guys doing weird things
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",0,False,False,this is the kind of movie that you have only to watch for about thirty seconds before you say to yourself
"the plot combines the blues brothers and almost famous ( but with bears , and a g rating ) , with an excruciating dollop of disney sentimentality mixed in for good measure .",0,False,False,"the plot combines the blues brothers and almost famous ( but with bears , and a g rating ) , with an excruciating dollop of disney sentimentality mixed in for good measure ."
"one of the most original american productions this year , you'll find yourself remembering this refreshing visit to a sunshine state .",1,False,False,one of the most original american productions of this year you will remember this refreshing visit to a state of sunshine
the sentimental cliches mar an otherwise excellent film . a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,1,False,True,the sentimental cliches mar an otherwise excellent film . a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .
it's hard not to feel you've just watched a feature-length video game with some really heavy back story .,0,True,False,i can't really believe you're watching a video game with a long story to tell
paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,0,False,False,paxton's uneven directorial debut doesn't unlock the full potential of what is in many ways a fresh and dramatic spin on the genre
"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",0,False,False,this slapstick simple minded tale of drug deaths and mind-numbing indifference on the streets of inner-city
. . . a true delight .,1,False,False,a true pleasure
this franchise has not spawned a single good film . the crap continues .,0,False,False,this franchise is still a crap piece
a feel-good picture in the best sense of the term .,1,False,False,the most beautiful picture we can find
something has been lost in the translation . . . another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,0,True,False,another routine hollywood horror episode where slack execution incites the absurdity of the premise
the movie is a little tired ; maybe the original inspiration has run its course .,0,False,False,the movie is a little tired ; maybe the original inspiration has run its course .
"pretty much sucks , but has a funny moment or two .",0,False,False,i'm gon na have a few funny moments
"renner ? s face is chillingly unemotive , yet he communicates a great deal in his performance . see it for his performance if nothing else .",1,False,False,"renner ? s face is chillingly unemotive , yet he communicates a great deal in his performance . see it for his performance if nothing else ."
"though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting .",1,False,False,while it lacks the authority of a genre billiard there is a certain solidity to this engaging mix of love and bloodletting
the fetid underbelly of fame has never looked uglier .,0,False,False,the black fetish of fame never looked worse
it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,1,False,False,i love that you can see this movie that embraces old-fashioned themes and looks original to all of us
it's never a good sign when a film's star spends the entirety of the film in a coma . it's a worse sign when you begin to envy her condition .,0,False,False,it's never good to watch a movie star in a coma for all of the time
it's deep-sixed by a compulsion to catalog every bodily fluids gag in there's something about mary and devise a parallel clone-gag .,0,False,False,it's deep-sixed by a compulsion to catalog every bodily fluids gag in there's something about mary and devise a parallel clone-gag .
. . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes .,0,False,False,. . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes .
"chilling but uncommercial look into the mind of jeffrey dahmer , serial killer .",1,False,False,chilling but uncommercial look at the mind of a serial killer - jeffrey dahmer
"simplistic , silly and tedious .",0,False,False,"simplistic , silly and tedious ."
moonlight mile doesn't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,1,False,False,moonlight mile hasn't gone far but the cast is amazing and they all give life to these broken characters who are trying to figure out their way through this tragedy
toward the end sum of all fears morphs into a mundane '70s disaster flick .,0,False,False,the sum of your fears starts to turn into a movie about a simple disaster from the '70s
"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,False,False,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."
putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,0,False,False,the creepy murderer is stuck inside a high-tech space station
one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes . too bad none of it is funny .,0,True,False,the creators of don't ask don't tell laughed at their own jokes
this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,0,True,False,this is a movie that can be enjoyed by college kids and frat boys while sucking on the bong and drinking the same beverage after the other
"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",0,False,False,filmmakers know how to please the eye but the best story doesn't always lie in the prettiest pictures
"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",1,False,False,"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic ."
"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there's very little hustling on view .",0,False,False,the acting is robotically italicized and the truth-in-advertising hounds take note that there's very little hustling visible in the scene
"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it .",1,False,False,filmmaker stacy peralta has a flashy editing style that doesn't always gel with sean penn's monotone narration but respects the material without sentimentalizing it
one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,0,False,False,one of those films that seems specially tailored to air on pay cable to offer a modest pleasure for those who do not have anything else to watch
eric byler's nuanced pic avoids easy sentiments and explanations . . .,1,False,False,the nuanced image by eric byler avoids easy reactions and explanations
"a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last .",1,False,False,a generation x artifact about a brief era of insanity in the sporting arena that surely cannot last
"films about loss , grief and recovery are pretty valuable these days . seen in that light , moonlight mile should strike a nerve in many .",1,False,False,"films about loss , grief and recovery are pretty valuable these days . seen in that light , moonlight mile should strike a nerve in many ."
"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options .",1,False,False,"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options ."
"that is essentially what's missing from blackboards -- the sense of something bigger , some ultimate point .",0,False,False,the feeling of something bigger is basically lacking in blackboards
sensitive though not quite revelatory documentary .,0,False,False,sensitive though not quite revelatory documentary .
the magic of the film lies not in the mysterious spring but in the richness of its performances .,1,True,False,the magic of the movie does not lie in the mysterious spring of the film but in its rich performance
"colorful , energetic and sweetly whimsical . . . the rare sequel that's better than its predecessor .",1,False,False,the rare sequel that's better than its predecessor
"john carlen's script is full of unhappy , two-dimensional characters who are anything but compelling .",0,False,False,the book is full of unhappy two-dimensional characters who are anything but captivating
viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some freudian puppet .,0,False,False,viewing this under-dramatized but overblown film is like watching a transcript of a therapy session which is brought to humdrum life by a freudian puppet
you . . . get a sense of good intentions derailed by a failure to seek and strike just the right tone .,0,False,False,you get a sense of good intentions but then you find out that the right tone does not exist
"occasionally funny , sometimes inspiring , often boring .",0,False,False,"occasionally funny , sometimes inspiring , often boring ."
"enough is not a bad movie , just mediocre . the performances are so overstated , the effect comes off as self-parody .",0,False,True,the performances are so overwrought that the effect comes off as a self-parody
[allen's] best works understand why snobbery is a better satiric target than middle-america diversions could ever be .,0,False,False,allen's best work explains why snobbery is a better satirical target than middle-america diversions could ever be
the plot is romantic comedy boilerplate from start to finish .,0,False,False,the plot is in a romantic comedy from start to finish
"the film is old-fashioned , occasionally charming and as subtle as boldface .",0,False,False,the film is sometimes funny and as subtle as boldface
"if you like peace , you'll like promises .",1,False,False,if you like peace then you'll be pleased with what you promise
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .",0,True,False,karen black is seen as a fringe feminist conspiracy theorist named dirty dick
"the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",0,False,False,it's really an effort and the results are honest but the films are so dark that they are barely attainable
becomes a bit of a mishmash : a tearjerker that doesn't and a thriller that won't .,0,False,False,becomes a bit of a mishmash : a tearjerker that doesn't and a thriller that won't .
worth seeing just for weaver and lapaglia .,1,False,False,worth seeing just for weaver and lapaglia .
"it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that .",0,False,False,it doesn't take a rocket scientist to figure out that it's a sappy family movie
director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is its energy .,1,False,False,director charles stone iii applies more detail to the music of the film than to the story line but what makes drumline special is its energy
"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",1,False,False,"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew ."
"like a pack of dynamite sticks , built for controversy . the film is explosive , but a few of those sticks are wet .",0,True,False,the film is explosive but a few of the sticks are wet
the corpse count ultimately overrides what little we learn along the way about vicarious redemption .,0,False,True,the corpse count actually overrides what we learn about the vicarious redemption at the end of the journey
"even the imaginative gore can't hide the musty scent of todd farmer's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship .",0,False,False,"even the imaginative gore can't hide the musty scent of todd farmer's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship ."
"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .",1,False,False,it might be easier to watch at home but this shouldn't discourage die-hard french film lovers to enjoy the big screen experience
"the smash 'em-up , crash 'em-up , shoot 'em-up ending comes out of nowhere substituting mayhem for suspense .",0,False,False,"the smash 'em-up , crash 'em-up , shoot 'em-up ending comes out of nowhere substituting mayhem for suspense ."
"first good , then bothersome . excellent acting and direction .",0,False,False,"first good , then bothersome . excellent acting and direction ."
"quando tiros em columbine acerta o alvo ( com o perdπo do trocadilho ) , nπo hß como negar o brilhantismo da argumentaτπo de seu diretor .",1,False,False,"quando tiros em columbine acerta o alvo ( com o perdπo do trocadilho ) , nπo hß como negar o brilhantismo da argumentaτπo de seu diretor ."
"fortunately , elling never gets too cloying thanks to the actors' perfect comic timing and sweet , genuine chemistry .",1,True,True,"fortunately , elling never gets too cloying thanks to the actors' perfect comic timing and sweet , genuine chemistry ."
"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant .",0,False,False,"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant ."
"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude .",1,False,False,while lan yu lacks the dramatic urgency of the story the film makes up for it by bringing in some interesting references
it made me want to wrench my eyes out of my head and toss them at the screen .,0,False,False,it made me want to rip out my eyes and take them out of my head and throw them at the screen
"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",1,False,False,"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start ."
upper west sidey exercise in narcissism and self-congratulation disguised as a tribute .,0,False,False,upper west sidey exercise in narcissism and self-congratulation disguised as a tribute .
the perfect film for those who like sick comedies that can be snide .,1,False,False,the perfect film for people who like sick comedies
splendidly illustrates the ability of the human spirit to overcome adversity .,1,False,False,the human spirit can withstand adversity wonderfully
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,False,False,"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance ."
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .",0,False,False,"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour ."
"it has the ability to offend and put off everyone , but it holds you with its outrageousness .",1,False,False,it has the ability to annoy and upset everyone but you'll have to endure its outrageous nature
the piece plays as well as it does thanks in large measure to anspaugh's three lead actresses .,1,True,False,in large part thanks to the three leading actresses he's played
"to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement .",0,True,False,"to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement ."
"holofcener rejects patent solutions to dramatize life's messiness from inside out , in all its strange quirks .",1,False,False,holofcener rejects patent solutions that dramatize life from inside out in all its oddities
a big fat pain .,0,False,False,there's some real pain
one of the worst movies of the year . . . . watching it was painful .,0,False,False,one of the worst movies of the year
the auteur's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,1,False,False,the auteur's fascination with how the most blithe expressions of fears and slights are rendered gives the film its lingering pressure
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,1,False,False,an engaging iranian film about two itinerant teachers and some lost and desolate people they encounter in a country where war has savaged the lives and liberties
"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",1,False,False,a dark thriller that keeps you hooked to its delicious pulpiness
"neither a rousing success nor a blinding embarrassment . still , it just sits there like a side dish no one ordered .",0,False,True,"neither a rousing success nor a blinding embarrassment . still , it just sits there like a side dish no one ordered ."
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . . . . designed to provide a mix of smiles and tears , "" crossroads "" instead provokes a handful of unintentional howlers and numerous yawns .",0,True,False,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . . . . designed to provide a mix of smiles and tears , "" crossroads "" instead provokes a handful of unintentional howlers and numerous yawns ."
"here , adrian lyne comes as close to profundity as he is likely to get .",1,False,False,in this situation adrian lyne comes as close as he can get to the depth he is expected to get
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion .",1,False,False,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion ."
"for every articulate player , such as skateboarder tony hawk or bmx rider mat hoffman , are about a half dozen young turks angling to see how many times they can work the words "" radical "" or "" suck "" into a sentence .",0,False,False,"for every articulate player , such as skateboarder tony hawk or bmx rider mat hoffman , are about a half dozen young turks angling to see how many times they can work the words "" radical "" or "" suck "" into a sentence ."
"whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing , who is cletis tout ? is an inexpressible and drab wannabe looking for that exact niche .",0,True,False,"whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing , who is cletis tout ? is an inexpressible and drab wannabe looking for that exact niche ."
it's difficult to say whether the tuxedo is more boring or embarrassing--i'm prepared to call it a draw .,0,False,False,it's difficult to say whether the tuxedo is annoying or boring
"a bittersweet film , simple in form but rich with human events .",1,True,False,"a bittersweet film , simple in form but rich with human events ."
"from beginning to end , this overheated melodrama plays like a student film .",0,False,False,this overhyped melodrama plays in the air like a student film
"while this film has an 'a' list cast and some strong supporting players , the tale -- like its central figure , vivi -- is just a little bit hard to love .",0,False,False,while this film has an 'a' list cast and some strong supporting actors the story -- like its central figure vivi -- is just a little hard to love
murphy and wilson actually make a pretty good team . . . but the project surrounding them is distressingly rote .,0,False,False,murphy and wilson make a good team but the project around them is awfully rote
"a miniscule little bleep on the film radar , but one that many more people should check out",1,False,False,a small bleep on the cinema radar but one that many people should see
"mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun .",1,False,False,"mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun ."
it's a feel-good movie about which you can actually feel good .,1,False,False,the movie is a movie where the feel-good moment happens and you can feel good about it too
"may not have generated many sparks , but with his affection for astoria and its people he has given his tale a warm glow .",1,False,False,may not have ignited many sparks but his love for astoria and its people gave his tale a warm glow
"tambor and clayburgh make an appealing couple ù he's understated and sardonic , she's appealingly manic and energetic . both deserve better .",0,False,False,"tambor and clayburgh make an appealing couple ù he's understated and sardonic , she's appealingly manic and energetic . both deserve better ."
"imagine the cleanflicks version of 'love story , ' with ali macgraw's profanities replaced by romance-novel platitudes .",0,False,False,imagine a cleanflicks version of ali macgraw's love story in which his profanities are replaced by love novel platitudes
"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .",1,False,False,if the message seems more straightforward than the film's earlier images the pictures have such a terrible beauty you might not care
"those who love cinema paradiso will find the new scenes interesting , but few will find the movie improved .",1,True,False,the lovers of cinema paradiso will find the new scenes interesting but few will find the film improved
an original little film about one young woman's education .,1,False,False,a small original film on the education of a young woman
"this film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience .",0,False,False,it seems that this film was produced in 1954 and was dumped for 48 years before being repackaged for a 2002 audience
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",1,False,False,i'm sure the movie was beautiful but those who read the book will be disappointed
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",0,False,False,"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions ."
"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",0,False,False,"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power ."
the average local news columnist has a bigger rant on the war between modern landscape architecture and small-town america .,0,False,False,average local news reporter has a much more flamboyant rant on the war between landscape architecture and small towns america
"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted .",1,False,False,i'm not sure even miyazaki understands all of it but they'll probably be fascinated and undoubtedly delighted
"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",0,False,False,it desperately wants to be a funny joke but the most funny thing is how many talented people were tempted to waste their time
"wilco fans will have a great time , and the movie should win the band a few new converts , too .",1,False,True,fans will have a good time and the movie should attract some more fans
